URL,Nom Google,Adresse,Numéro de téléphone,URL du lien,Horaires
https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDA0Sra0SDE0MTJPBEKDFCuDimQjU4skw2STVNPURDMjy-RFrMLO-TmluUmlxQrOiWmHVyqoKTjnAwB3MazcPwAAAA&hl=fr&mat=CR90DHRHqaqbElcBEKoLaRydZ_Wan7YSJPBRtlzGi99gpES7_Mnl8G6vOOqOnIY4LgY2jQnNkWXBGjHi4KYX5ucaHXAaQ9meUeHOAKGo8oPsErYKzfG3iKas8q5Qx0Xo67U&authuser=0,Non trouvé,"Centre commercial, 210 Av. de Bredasque, 13090 Aix-en-Provence, France",+33 4 65 04 48 77,https://www.columbuscafe.com/boutique/aix-en-provence-centre-commercial-jas-de-bouffan/?utm_source=google&utm_medium=organic&utm_campaign=mybusiness-website,"{'mercredi': '09:00–19:45', 'jeudi': '09:00–19:45', 'vendredi': '09:00–19:45', 'samedi': '09:00–19:45', 'dimanche': 'Fermé', 'lundi': '09:00–19:45', 'mardi': '09:00–19:45'}"
https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDA0Sra0SDVNTk2xNDNIsjC2AgoZm5pYmhqbmVoYpVkmWZovYhV2zs8pzU0qLVZwTkw7vFJBTcE5HwCtwW2gPwAAAA&hl=fr&mat=CQaPWe3hPMfZElcBEKoLaadmInIKwOmo8bxWP8A-kqMTmYg86A2jamA4UPVFF_-tgxT2gp9lnUl7vMvfZjfb8uNYBfBSn4q9e5-LyWuIDS2STLARdfuLS2nOSmSXwUiDfPo&authuser=0,Non trouvé,"Rue Guillaume Du Vair Pole, 1175 Centre commercial Aix la Pioline, 13290 Aix-en-Provence, France",+33 4 42 95 21 45,https://www.columbuscafe.com/boutique/aix-en-provence-centre-commercial-la-pioline/,"{'mercredi': '08:30–19:30', 'jeudi': '08:30–19:30', 'vendredi': '08:30–19:30', 'samedi': '08:30–19:30', 'dimanche': 'Fermé', 'lundi': '08:30–19:30', 'mardi': '08:30–19:30'}"
https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDA0Sra0SLE0TzUySzJITEuzMqgwNUy2SE0zNzS3NEo0TTMzWsQq7JyfU5qbVFqs4JyYdnilgpqCcz4AvraJUT8AAAA&hl=fr&mat=CQiI6aetDpOjElYBEKoLafsK4M9J2UyftEPIRF2NgOln7sO2rRAQ_7sWfnC7r8dbwEoaCPTgeCwZogYizbxW_SO6_tAP6Bt8VxmsV24gFQKpF8it1N5J4M7_LDmBLf6jGQ&authuser=0,Non trouvé,"7 Rue de la Masse, 13100 Aix-en-Provence, France",+33 4 42 50 77 07,https://www.columbuscafe.com/boutique/aix-en-provence-rue-de-la-masse/,"{'mercredi': '07:30–19:30', 'jeudi': '07:30–19:30', 'vendredi': '07:30–19:30', 'samedi': '07:30–19:30', 'dimanche': '08:30–19:30', 'lundi': '07:30–19:30', 'mardi': '07:30–19:30'}"
https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co+Ajaccio&stick=H4sIAAAAAAAA_-NgU1I1qDA0Skk0szRKNk40MjU1NDK2MqgwS04xtDQ1S0kyTzZLTE00X8Qq7ZyfU5qbVFqs4JyYdnilgpqCc76CY1ZicnJmPgCSkCoJRwAAAA&hl=fr&mat=CdF4_bF_P2RmElcBEKoLaSwuhvx_yVc1RnhCHJ1hirk5VGiyB9cst_yN3posaNvjbTh76Ja8folcT0tmxvPeilWY3Fm1NXuAPBm8MhrDBO9H-hwhUcR7MuBCDfyw_ZUbvFs&authuser=0,Columbus Café & Co Ajaccio,"Cours Prince Impérial, 6 Rue François Pietri, 20090 Ajaccio, France",Non trouvé,https://www.columbuscafe.com/boutique/ajaccio-rue-francois-pietri/,"{'mercredi': '07:45–20:00', 'jeudi': '07:45–20:00', 'vendredi': '07:45–20:00', 'samedi': '07:45–20:00', 'dimanche': '07:45–20:00', 'lundi': '07:45–20:00', 'mardi': '07:45–20:00'}"
https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDA0Skk0S0q1NEoyS7FITDW3MqhIMkyxNEw2TE01NUtMTTFKXcQq7JyfU5qbVFqs4JyYdnilgpqCcz4AMMdHPj8AAAA&hl=fr&mat=CS5Xe2HQY8nUElYBEKoLaVQlivcZ-mH7az7ZMZ_gBEo2G4SWGQibkXExB4AX1x6dUwDkX7I0u5e8blI6uhuX3cTdhHu21yhXChXPLiF3TEoXzrZoqX3UG_HkE4sKCIX41Q&authuser=0,Columbus Café & Co,"Centre commercial Atrium, Les Hameaux de Pernicaggio, 20167 Sarrola-Carcopino, France",Non trouvé,http://www.columbuscafe.com/boutique/ajaccio-centre-commercial-atrium/,"{'mercredi': '08:30–20:00', 'jeudi': '08:30–20:00', 'vendredi': '08:30–20:00', 'samedi': '08:30–20:00', 'dimanche': 'Fermé', 'lundi': '08:30–20:00', 'mardi': '08:30–20:00'}"
https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1IxqEgxNTQxMEtKSTJLtbRIS7EyqEg1NEszTk00sjS0NLc0szBexCrsnJ9TmptUWqzgnJh2eKWCmoJzPgD74ex5PgAAAA&hl=fr&mat=Cf8FAKpwqqMHElcBEKoLaZr0koVNLiBj3ktIwm712qqq9TnmvhxHBDmZ67ZKiDbkULukBGsYeCi1n4YP1vt5tXDHb9elBi4lQVa6p-C__LnpFI5E5xMjdBrr22mUXh_RBow&authuser=0,Columbus Café & Co,"2 Av. Jean Léon Laporte, 64600 Anglet, France",Non trouvé,https://www.columbuscafe.com/boutique/anglet-bayonne-centre-commercial-bab2/,"{'mercredi': '08:30–20:00', 'jeudi': '08:30–20:00', 'vendredi': '08:30–20:00', 'samedi': '08:30–20:00', 'dimanche': 'Fermé', 'lundi': '08:30–20:00', 'mardi': '08:30–20:00'}"
https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDAxT0s1Nk42STQxMDI0tEyzMqgwM7cwNjWwNDM2MTU2TzJNXcQq7JyfU5qbVFqs4JyYdnilgpqCcz4AqBTiyD8AAAA&hl=fr&mat=CXNlW8v9NKHcElYBEKoLaeAHKPKJXsXy54SPkes_iAg2p8LRSofUEbck1iatgZhpY4YqnwEg7JazxehT39ceDNfgW8sBOGk3HDO0rrtE57E0TO1qHuHX20-Zbg7AGX9LWQ&authuser=0,Columbus Café & Co,"45 Pl. du Champ de Mars, 16000 Angoulême, France",+33 5 45 95 51 02,https://www.columbuscafe.com/boutique/angouleme/,"{'mercredi': '08:00–19:00', 'jeudi': '08:00–19:00', 'vendredi': '08:00–19:00', 'samedi': '08:00–19:00', 'dimanche': 'Fermé', 'lundi': '08:00–19:00', 'mardi': '08:00–19:00'}"
https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDCxMDA0NUw1NExKSTYxTrK0MqiwNEg1SzQ2MLQwsDBPSkoyW8Qq7JyfU5qbVFqs4JyYdnilgpqCcz4A5_RnST8AAAA&hl=fr&mat=CcJwxI5VmmoTElcBEKoLaQ3PAi9mDeze-m70DO7HfGdKUZ82rJdKIcMniHAFMEVJvrZvGzx8KlHraORqvgousIiBG_g1mN7qkUtkPKDpzdeULDT5HPEJAKCZNRufYY2O-v4&authuser=0,Columbus Café & Co,"Centre Commercial Carrefour Angoulins,, D137, 17690 Angoulins, France",+33 5 46 34 03 27,https://www.columbuscafe.com/boutique/angoulins/,"{'mercredi': '08:00–20:00', 'jeudi': '08:00–20:00', 'vendredi': '08:00–20:00', 'samedi': '08:00–20:00', 'dimanche': 'Fermé', 'lundi': '08:00–20:00', 'mardi': '08:00–20:00'}"
https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzU0NTW2NDNLNjEys0yyMqhIsjRLMjA3NzFJNbc0SEpLXMQq7JyfU5qbVFqs4JyYdnilgpqCcz4AL4xuWT8AAAA&hl=fr&mat=CV_neRqpbYMFElcBEKoLaZDn5sAmKxr1z66kd4MTWagvgmuIL-ODIVigl9GvxmufJhzrjRqRbcqznEsJdOAMBOKohdSq2nHxVV7udpnXxg8wrx_c47-LWHHLRX4NXMwKWIU&authuser=0,Columbus Café & Co,"16 Gd Rue Maurice Viollette, 28100 Dreux, France",+33 2 46 83 03 10,https://www.columbuscafe.com/boutique/dreux/,Non trouvés
https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1IxqDAxt0iyTDJNMTMwNkszNTC3MqhISrQ0Mk9MSrE0TU1OM0haxCrsnJ9TmptUWqzgnJh2eKWCmoJzPgC-4rywPgAAAA&hl=fr&mat=CeSfmI5GixDAElYBEKoLaf25ZG0ZZ0gVl73bX4ezuwjMtg3vAYgtbhyafSzgVDn9abnWLUc8FG93w6HWo7U3aBGuu4VcrIkjz-Mhowp1wGwn53-lcdo022cIqKtC0peklA&authuser=0,Columbus Café & Co,"20 avenue de Périaz Centre commercial La Galerie - Val Semnoz, 20 Av. de Périaz, 74600 Annecy, France",Non trouvé,https://www.columbuscafe.com/boutique/annecy-centre-commercial-la-galerie-val-semnoz/,"{'mercredi': '08:30–19:00', 'jeudi': '08:30–19:00', 'vendredi': '08:30–19:00', 'samedi': '08:30–19:00', 'dimanche': '09:30–13:30', 'lundi': '08:30–19:00', 'mardi': '08:30–19:00'}"
https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDAxt0iySEtLNElLNTAxNTK0MqiwNEtLNjc2NzE2MDFPTTFPXsQq7JyfU5qbVFqs4JyYdnilgpqCcz4Am5Jd1z8AAAA&hl=fr&mat=Cf8w8yP4rjDWElYBEKoLadZAfMJZcsL1aGunwVhD-b40SrB7p1ecWcyQUQCsCf04Vie-5JpwM5WAyMf5wmiuxApkcG9wiSMnB1bBWwmA39yk15qq5XwExnt5jm0jkazRFA&authuser=0,Columbus Café & Co,"8 Quai Eustache Chappuis, 74000 Annecy, France",+33 4 56 20 41 51,https://www.columbuscafe.com/,"{'mercredi': '07:30–19:00', 'jeudi': '07:30–19:00', 'vendredi': '07:30–19:00', 'samedi': '07:30–19:00', 'dimanche': '07:30–19:00', 'lundi': '07:30–19:00', 'mardi': '07:30–19:00'}"
https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDAxt0g2SzNISjY0Sko1TjS1MqgwTrQwMUw2tEg1TjJJTk6xXMQq7JyfU5qbVFqs4JyYdnilgpqCcz4Ar4JWoT8AAAA&hl=fr&mat=CVZ9Oqm1dz-IElYBEKoLaSNxLMWaxlf_EDpi8ceZURnppHwwjwVjGGgBASZPirrGcmodcwbWHlpkS03Amj31r9Cpu62hhUa1KjBcdQnMZB5EXUOmAaAkr22nVrVXUTXwWQ&authuser=0,Columbus Café & Co,"Decathlon Annemasse, 26 Rue de la Résistance, 74100 Annemasse, France",+33 4 50 43 93 00,,"{'mercredi': '09:00–19:00', 'jeudi': '09:00–19:00', 'vendredi': '09:00–19:00', 'samedi': '09:00–19:00', 'dimanche': 'Fermé', 'lundi': '09:00–19:00', 'mardi': '09:00–19:00'}"
https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co+Annemasse&stick=H4sIAAAAAAAA_-NgU1I1qDAxt0g2S0tNNTdMS0yxNDS1MqhIS0s0Nk4zMkhMtkwxSzVOW8Qq65yfU5qbVFqs4JyYdnilgpqCc76CY15eam5icXEqAB0e_t5JAAAA&hl=fr&mat=CRVNQlN_pD6wElcBEKoLaQ10GGlzKf-CKzAx7lFO_rKqcTnFr_4DgpPyT80O6ORRIN6kJ-pZUOuMXRA9Hbco71LfIPMj3EplHBcfifQGGCoXvqizvpYYGenNPRr7jCIkG-I&authuser=0,Columbus Café & Co Annemasse,"Rue du Chablais, 21 Chablais Parc, 74100 Annemasse, France",Non trouvé,https://www.columbuscafe.com/boutique/annemasse-rue-de-chablais/,"{'mercredi': '08:00–19:00', 'jeudi': '08:00–19:00', 'vendredi': '08:00–19:00', 'samedi': '08:00–19:00', 'dimanche': '09:00–19:00', 'lundi': '08:00–19:00', 'mardi': '08:00–19:00'}"
https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDA0Sk5JMTVKS0uzNDKwSDW1MqhITLIwNjOxNEs2NjFONDUwX8Qq7JyfU5qbVFqs4JyYdnilgpqCcz4ATBDRpT8AAAA&hl=fr&mat=CS_TyNJ6aW6mElYBEKoLaWniJy5HiK859J8yZTIxfYgXTRZtiqJykkkqo33cBnCvodOmXziRgLpx0-sfE3d4o_5-eUL8Z0-18wsAQihF2hqZDyyJGVlyk_9Ed897fUo6Xg&authuser=0,Columbus Café & Co,"Les Semboules CD 35 Rez De Chaussee Magasin Castorama Batiment Principal, 06600 Antibes, France",Non trouvé,https://www.columbuscafe.com/boutique/antibes/,"{'mercredi': '08:00–20:00', 'jeudi': '08:00–20:00', 'vendredi': '08:00–20:00', 'samedi': '08:00–20:00', 'dimanche': 'Fermé', 'lundi': '08:00–20:00', 'mardi': '08:00–20:00'}"
https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDA0SjJNsTSwsEhLTUtMM0iyMqiwNDMxNTNMTDQ3S02zNDJOXMQq7JyfU5qbVFqs4JyYdnilgpqCcz4AspQxaz8AAAA&hl=fr&mat=CS7901HzhGLxElcBEKoLackfdYG-5bQ7BlmKDHee9by4gw_1SBBoeJPcoJEmIZyTF9A1scOzvPdkGWD3cxaHrBXGXpgJJzUdg6N5gdeGAVao_-Z1xqXTJTCzgVh99OUjCqI&authuser=0,Columbus Café & Co,"Allée colonel Arnaud Beltrame Shopping Promenade, 13200 Arles, France",+33 4 90 97 50 45,https://www.columbuscafe.com/boutique/arles-centre-commercial-shopping-promenade/,"{'mercredi': '09:00–19:00', 'jeudi': '09:00–19:00', 'vendredi': '09:00–19:00', 'samedi': '09:00–19:00', 'dimanche': 'Fermé', 'lundi': '09:00–19:00', 'mardi': '09:00–19:00'}"
https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzVNMUw1TTYwN7FItDC2MqhISbQ0MjQwNTY1MzQ2STVOXcQq7JyfU5qbVFqs4JyYdnilgpqCcz4A9lwIcj8AAAA&hl=fr&mat=CSJxJ1sJPhTyElcBEKoLaf42PBEHRAndfXaYh3iBsb59OvBulSCpxoqMKPrGniIKiPWC6d98g2RG6quXgVX7MWtV48_-USjnIbYWMAHLMM255c2jGfYpm2g-0b1y9jpxF50&authuser=0,Columbus Café & Co,"1 Pl. du Marché, 91290 Arpajon, France",Non trouvé,https://www.columbuscafe.com/boutique/arpajon-place-du-marche/%C2%A0,"{'mercredi': '07:30–19:30', 'jeudi': '07:30–19:30', 'vendredi': '07:30–19:30', 'samedi': '07:30–19:30', 'dimanche': '07:30–19:30', 'lundi': '07:30–19:30', 'mardi': '07:30–19:30'}"
https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzUzS0sxTDNITDIySDK3MqgwT05LNUsxSU02TU1LMk5NW8Qq7JyfU5qbVFqs4JyYdnilgpqCcz4ATa85wT8AAAA&hl=fr&mat=Cf9IUXI_NP1_ElcBEKoLaScN_Km67334Yacz58qaWqkXrXLbSVYvZ0m0bgJt2Zb-rnpStw2pSs8dw5_wB-6AJR4s9CFMsjpvcDkcmSwGTtMq2mqAQd_2e42F5-YxFu6usCY&authuser=0,Columbus Café & Co,"12 Rue Denis Papin, 92600 Asnières-sur-Seine, France",+33 1 47 94 12 81,https://www.columbuscafe.com/boutique/asnieres-sur-seine-rue-denis-papin/,"{'mercredi': '06:30–19:00', 'jeudi': '06:30–19:00', 'vendredi': '06:30–19:00', 'samedi': '06:30–19:00', 'dimanche': '06:30–19:00', 'lundi': '06:30–19:00', 'mardi': '06:30–19:00'}"
https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzUzNzU2TLWwNE8xtzS0MqhISbO0NDM1TEwzsjAyNTe3WMQq7JyfU5qbVFqs4JyYdnilgpqCcz4ABbY_KD8AAAA&hl=fr&mat=Ca_MgEr9GhLtElcBEKoLaVPm80jSkqLRw9WoXR9C7lMoimzrOSVzlx8pGvvZ-G7Nc42LTOEkKeS_WGq2yeJaBs4oF4LCGsRsQu5wyXrHHD9lvNaserFQUC8JEKvYmEDsgHA&authuser=0,Columbus Café & Co,"180 Av. François Mitterrand, 91200 Athis-Mons, France",+33 1 44 51 60 00,https://www.columbuscafe.com/boutique/athis-mons/,"{'mercredi': '08:30–19:45', 'jeudi': '08:30–19:45', 'vendredi': '08:30–19:45', 'samedi': '08:30–19:45', 'dimanche': 'Fermé', 'lundi': '08:30–19:45', 'mardi': '08:30–19:45'}"
https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDA0SrZMNDY1T0oGQiOLFCuDCjNLAwvjFEMTc1MTC0Mjc8tFrMLO-TmluUmlxQrOiWmHVyqoKTjnAwDb_JaZPwAAAA&hl=fr&mat=CUQi8s42cSNFElcBEKoLafNozk44BvvrBxejbkkKwBpi3o0b-pqD3C-lwJWTof_nZxL28qh2yjdqcx934bAXr2i0Fe2RbyTqLs2S_DyUSyB--9YykTtso3Zl-RmnOfs0G2c&authuser=0,Columbus Café & Co,"Centre Commercial Auchan Barnéoud, Rte de Gémenos, 13400 Aubagne, France",+33 6 98 70 00 66,https://www.columbuscafe.com/boutique/aubagne/,"{'mercredi': '08:30–20:00', 'jeudi': '08:30–20:00', 'vendredi': '08:30–20:00', 'samedi': '08:30–20:30', 'dimanche': 'Fermé', 'lundi': '08:30–20:00', 'mardi': '08:30–20:00'}"
https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzWzNE42MDCyNDVOMba0MqhINDROTjWyMDdLSgEKmKYtYhV2zs8pzU0qLVZwTkw7vFJBTcE5HwAbuNncPwAAAA&hl=fr&mat=CQqBsNGXd_aaElcBEKoLaY2l2wzOSz_hFgr9r39EvSgQiN4uWbf8eZsdkmaGKsC04gaZCJNX1AOG58R7-OmApm0IVFG-JVEhcpL5-CBHCbc4-djdADIAKGr-eLAQqmtX2w8&authuser=0,Columbus Café & Co,"Centre Commercial Marques Avenue, ZAC du Trait d’Union, 78410 Aubergenville, France",+33 1 44 51 60 00,http://www.columbuscafe.com/columbus-cafe-centre-commercial-marques-avenue-a13-aubergenville/,"{'mercredi': '09:30–19:30', 'jeudi': '09:30–19:30', 'vendredi': '09:30–19:30', 'samedi': '09:30–19:30', 'dimanche': '09:30–19:30', 'lundi': '09:30–19:30', 'mardi': '09:30–19:30'}"
https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDAxT001STM3Tk40MTJNskyyMqhIsjQwtTRKNEoysDSxMDAyXsQq7JyfU5qbVFqs4JyYdnilgpqCcz4AdCHC4D8AAAA&hl=fr&mat=CXGd1VGbMcfVElcBEKoLaWt1FnIpxaARdnTx2VJFC7wD725TrCdPA-T9PcC4yxYMOXijtuZbbvRfBg2QGJpoisr4iNQcFVk11kZ-YgrGVkWCOVM6GdoHDXeWaou2caq3xFI&authuser=0,Columbus Café & Co,"29 Pl. de l'Hôtel de Ville, 89000 Auxerre, France",+33 3 86 51 43 50,,"{'mercredi': '08:00–19:00', 'jeudi': '08:00–19:00', 'vendredi': '08:00–19:00', 'samedi': '08:00–19:00', 'dimanche': '08:00–19:00', 'lundi': '08:00–19:00', 'mardi': '08:00–19:00'}"
https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDA0SjJNTTIzMLY0TbVISUmyMqhIsTA0Nk42SrQwNExJNjUxX8Qq7JyfU5qbVFqs4JyYdnilgpqCcz4Ayvx61T8AAAA&hl=fr&mat=CZBa2HqgWZpyElMBEKoLaYTcNucrwWkMXmlCVUvDGczrKPcC6aI35uTOuU_TFWCY1zLHjWwg8RYHegHsKX9LL6FdKf9ZSE6m6UTWBsRYeUaebRVmHNbp8-lO5V3wkA&authuser=0,Columbus Café & Co,"16 Pl. Pie, 84000 Avignon, France",+33 1 44 51 60 00,https://www.columbuscafe.com/boutique/avignonplace-pie/,"{'mercredi': '08:30–19:00', 'jeudi': '08:30–19:00', 'vendredi': '08:30–19:00', 'samedi': '08:30–19:00', 'dimanche': '10:00–20:00', 'lundi': '08:30–19:00', 'mardi': '08:30–19:00'}"
https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzZIM062sEhNS7YwSTa0MqhIM0s0tEyxNEk0NDNLSTYxW8Qq7JyfU5qbVFqs4JyYdnilgpqCcz4Aod9U0z8AAAA&hl=fr&mat=Ccy7nxgDFDVRElcBEKoLaSd8IuPLNRHz3b5mxLdAXF09rqkOLS_xRdUoMhe9GW8h5Xe6Aao0IEx-ABvMpFhsHp-0Yjqasw_eh4jdswdk_tljqFL6AbS796AfGI2PAWlqsNI&authuser=0,Columbus Café & Co,"Aire De Barchon Autoroute E40 - Aaschen, 4632, Belgique",+32 4 387 54 11,https://www.columbuscafe.com/boutique/aire-de-barchon/,"{'mercredi': '07:00–16:00', 'jeudi': '07:00–16:00', 'vendredi': '07:00–16:00', 'samedi': '07:00–16:00', 'dimanche': '07:00–16:00', 'lundi': '07:00–16:00', 'mardi': '07:00–16:00'}"
https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDA0SjE3MjU0MzZKTU1JsrS0MqiwTDI1SDE1MjMxTTVKSzM0XsQq7JyfU5qbVFqs4JyYdnilgpqCcz4Ar-QU9D8AAAA&hl=fr&mat=CXKJ8sPY5NaJElYBEKoLaSVPR6tc5x7FEwvwMi5NW8qFugJtI_7CMzRUQivElxO1w2HAgQacgqk5DedFAjGzBV86mtz4X7odADYZdt76jaqha2tC9qjfh78Bl0ncYD7U5g&authuser=0,Columbus Café & Co,"Ter, Rue César Campinchi 5, 20200 Bastia, France",Non trouvé,https://www.columbuscafe.com/boutique/bastia/,"{'mercredi': '09:00–19:00', 'jeudi': '09:00–19:00', 'vendredi': '09:00–19:00', 'samedi': '10:00–19:00', 'dimanche': '10:00–19:00', 'lundi': '09:00–19:00', 'mardi': '09:00–19:00'}"
https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzUzMDW2MEoxT0pLNja2MqgwNTIzTEsysEw1szRLTbQwXsQq7JyfU5qbVFqs4JyYdnilgpqCcz4ADU_dXz8AAAA&hl=fr&mat=CTwYNcFS4u2pElYBEKoLaRW9D448Y0J2D36M_WJQ5mZgMYCgUANJZ9Cr-f3Ny0ITvrINtNIBuLEgWxCz2-O26MMao-sGASfCclntgiTr6jX4GJDAD86tUb5LQ96YsGkxRg&authuser=0,Columbus Café & Co,"Centre commercial Bay 2, Rue du Général de Gaulle, 77090 Collégien, France",+33 1 64 72 18 63,https://www.columbuscafe.com/,"{'mercredi': '08:30–20:00', 'jeudi': '08:30–20:00', 'vendredi': '08:30–20:00', 'samedi': '08:30–20:00', 'dimanche': 'Fermé', 'lundi': '08:30–20:00', 'mardi': '08:30–20:00'}"
https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1IxqEgxNTQxNDdISrIwTDY3s7QCiqSZmxsYGaZamFskJlkaGixiFXbOzynNTSotVnBOTDu8UkFNwTkfAARoGmo-AAAA&hl=fr&mat=CbHVxF-AWSJcElYBEKoLabN3tP5LUYVpIlDtfUs2zl3eeknp9ekk1J21PGsyXsraklWmsV6jhUuQhCPnsJ830-YFM8Qv1vSSOry5SX3cgtfaEUcxdSECQfmk2B-39DBwvQ&authuser=0,Columbus Café & Co,"5 Rue Victor Hugo, 64100 Bayonne, France",Non trouvé,https://www.columbuscafe.com/boutique/bayonne-rue-victor-hugo/,Non trouvés
https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co+Beauvais&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzU3MDcxNEgzSEkxMk6yMqgwN7NMNDE2MTIwNUm2sEwxWcQq45yfU5qbVFqs4JyYdnilgpqCc76CU2piaVliZjEAPU9oJ0gAAAA&hl=fr&mat=CWmsktRhjPOxElcBEKoLaYLoIgrXZl1q78BAviKCriitJXb4vQjv_r7cmo8AoafHyR-suO7Oz5fbZbu0KcgPPJIwjCPJCcC_VcBSkG4tD3YtFDfrW7FO2VreXmhsbdF7tcE&authuser=0,Columbus Café & Co Beauvais,"26 Rue Jeanne d'Arc, 60000 Beauvais, France",Non trouvé,https://www.columbuscafe.com/,"{'mercredi': '08:15–19:15', 'jeudi': '08:15–19:15', 'vendredi': '08:15–19:15', 'samedi': '09:00–19:15', 'dimanche': '09:00–17:30', 'lundi': '08:15–19:15', 'mardi': '08:15–19:15'}"
https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1IxqEgxNTUys7RINktKMjY0TrEyqEi2sLQ0TzE2TjQyMUpMTklaxCrsnJ9TmptUWqzgnJh2eKWCmoJzPgBHakRrPgAAAA&hl=fr&mat=CXWnrh_v0W-hElcBEKoLacx3qYp6kUrkuKKZtLAgPVFVrCJe-0KC52chwXT1h-R2Y8PxdQ6moGrARlOeQlWihzcPI8tB2jhk9UxIAZI9kfjW8qRz0G0zahltKleEuTTivPw&authuser=0,Columbus Café & Co,"Rue des Frères Lumière, 33130 Bègles, France",+33 5 57 67 07 69,https://www.columbuscafe.com/boutique/begles/,"{'mercredi': '09:00–20:00', 'jeudi': '09:00–20:00', 'vendredi': '09:00–20:00', 'samedi': '09:00–20:30', 'dimanche': 'Fermé', 'lundi': '09:00–20:00', 'mardi': '09:00–20:00'}"
https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDAxtzQyTrZMSzEyMTFPTkmzMqhINktLNjJONTAxMzY1MUo0XsQq7JyfU5qbVFqs4JyYdnilgpqCcz4AqWav1z8AAAA&hl=fr&mat=CVGMXV45gWyzElcBEKoLaXMZL-ei48djZ0O1NTNlpPHDVISQr9oC1Y4sjZeWp5svxj1HYLUtNDiKyOv635WXnT7EsnmgCYLhLwa0ODoZ8Am-lW4Mmkx-Yarn10k6avTek50&authuser=0,Columbus Café & Co,"6 Fbg de France, 90000 Belfort, France",+33 3 63 78 49 29,https://www.columbuscafe.com/,"{'mercredi': '08:30–19:00', 'jeudi': '08:30–19:00', 'vendredi': '08:30–19:00', 'samedi': '08:30–19:00', 'dimanche': 'Fermé', 'lundi': '08:30–19:00', 'mardi': '08:30–19:00'}"
