loc_name,google_loc_name,loc_external_id,phone,web_site,loc_status,Adresse,addr_extraInfo,CP,addr_locality,description,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,URL,Présence,Nom,Téléphone,Site web,Addresse,CP,Ville,Horaires,%
"Columbus Café & Co - Bordeaux Sainte-Catherine (103 Rue Sainte-Catherine, Bordeaux, France)",Columbus Café & Co Bordeaux,col336,,https://www.columbuscafe.com/boutique/bordeaux-rue-sainte-catherine/,OPEN,103 Rue Sainte-Catherine,,33000,Bordeaux,"Une faim d’ours ? Bienvenue chez Columbus Café & Co, la plus française des enseignes de coffee-shops ! Notre vocation c’est de vous régaler du ptit déj’ au goûter et tout ça dans la bonne humeur ! Notre spécialité c’est le muffin, il est cuisiné sur place et avec amour par nos baristas ! Bien entendu il n’y a pas que des muffins chez nous, il y a aussi des cookies et autres gâteaux gourmands ainsi qu’un large choix de boissons chaudes et froides préparées sous vos yeux à base de café, thé, chocolat et fruit. Plutôt envie d’une pause salée ? Vous trouverez aussi votre bonheur avec des recettes originales de buddha bowls, clubs toastés, bagels et autres ! Alors passez nous voir et accordez-vous une pause gourmande dans votre journée !",09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:30,10:00-18:30,https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co+Bordeaux&stick=H4sIAAAAAAAA_-NgU1IxqEgxNTUyT04yNTUxSLYwNLYyqEhMNE0ytkhOTEtMSzVPMbFYxCrjnJ9TmptUWqzgnJh2eKWCmoJzvoJTflFKamJpBQB9lPK_RwAAAA&hl=fr&mat=Cc7_o-XeZpP5ElcBEKoLaSqnC9Jfm9COLc_02cee84s6Aflr0W9d_jRMkpjbbAM5PXCg7SdVFpeC1NJMrHRLr-D2spXIN-HtRIL4RHt8j87Cq4jRqmylI1B4V-Mhq6XBCEE&authuser=0,1,OK,OK,OK,OK,OK,OK,OK,100%
Columbus Café & Co Bosgouet,Columbus Café & Co,col476,,https://www.columbuscafe.com/boutique/aire-de-bosgouet/,OPEN,. Aire Nord de Bosgouet,Autoroute A13 Km 127 Sens Paris > Caen,27310,Bosgouet,"Une faim d’ours ? Bienvenue chez Columbus Café & Co, la plus française des enseignes de coffee-shops ! Notre vocation c’est de vous régaler du ptit déj’ au goûter et tout ça dans la bonne humeur ! Notre spécialité c’est le muffin, il est cuisiné sur place et avec amour par nos baristas ! Bien entendu il n’y a pas que des muffins chez nous, il y a aussi des cookies et autres gâteaux gourmands ainsi qu’un large choix de boissons chaudes et froides préparées sous vos yeux à base de café, thé, chocolat et fruit. Plutôt envie d’une pause salée ? Vous trouverez aussi votre bonheur avec des recettes originales de buddha bowls, clubs toastés, bagels et autres ! Alors passez nous voir et accordez-vous une pause gourmande dans votre journée !",07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzU0MDY3SjI0ME01NzC0AgoZmhonJ1saG5sZmiVamhotYhV2zs8pzU0qLVZwTkw7vFJBTcE5HwBwpXzjPwAAAA&hl=fr&mat=CdjVYzZxEjY7ElcBEKoLacj8yNXyF12Fgkn2m2qIJIH_nLiCgjfew9NT3WS3jTbiuk7V7UzyP6N-_AsrlgcJJ9WosEpFk_iQLzbLHTeSSC0G1HcIO-D39K9mm895MSnYGlg&authuser=0,1,OK,OK,OK,OK,OK,OK,OK,100%
Columbus Café & Co (Bouc-Bel-Air),Columbus Café & Co,col143,04 42 96 04 39,https://www.columbuscafe.com/boutique/bouc-bel-air/,OPEN, Avenue Des Chabauds,Décathlon Village,13320,Bouc-Bel-Air,"Une faim d’ours ? Bienvenue chez Columbus Café & Co, la plus française des enseignes de coffee-shops ! Notre vocation c’est de vous régaler du ptit déj’ au goûter et tout ça dans la bonne humeur ! Notre spécialité c’est le muffin, il est cuisiné sur place et avec amour par nos baristas ! Bien entendu il n’y a pas que des muffins chez nous, il y a aussi des cookies et autres gâteaux gourmands ainsi qu’un large choix de boissons chaudes et froides préparées sous vos yeux à base de café, thé, chocolat et fruit. Plutôt envie d’une pause salée ? Vous trouverez aussi votre bonheur avec des recettes originales de buddha bowls, clubs toastés, bagels et autres ! Alors passez nous voir et accordez-vous une pause gourmande dans votre journée !",09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:30-19:00,https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDA0Sra0NDYxMDROTbMwSUqyMqgwSjZMNE1NS7VMNDU3Mko0X8Qq7JyfU5qbVFqs4JyYdnilgpqCcz4AXHzihT8AAAA&hl=fr&mat=CToWTkCTJ69uElcBEKoLaVLxyD8jkiAXlkIilnilvL_0Z0m5SWXg-glJ3mkP_Z3AoqQENgbYXiv8SZ1P-U9WrV4WE0JsYZHbxiu03rHYLElSHi5PIS_0rjQZkPTMrRysYUQ&authuser=0,1,OK,OK,OK,OK,OK,OK,NOK,86%
Columbus Café & Co Boulogne-sur-Mer,Columbus Café & Co,col538,,,OPEN,59 Rue Adolphe Thiers,,62200,Boulogne-sur-Mer,"Une faim d’ours ? Bienvenue chez Columbus Café & Co, la plus française des enseignes de coffee-shops ! Notre vocation c’est de vous régaler du ptit déj’ au goûter et tout ça dans la bonne humeur ! Notre spécialité c’est le muffin, il est cuisiné sur place et avec amour par nos baristas ! Bien entendu il n’y a pas que des muffins chez nous, il y a aussi des cookies et autres gâteaux gourmands ainsi qu’un large choix de boissons chaudes et froides préparées sous vos yeux à base de café, thé, chocolat et fruit. Plutôt envie d’une pause salée ? Vous trouverez aussi votre bonheur avec des recettes originales de buddha bowls, clubs toastés, bagels et autres ! Alors passez nous voir et accordez-vous une pause gourmande dans votre journée !",07:30-19:00,07:30-19:00,07:30-19:00,07:30-19:00,07:30-19:00,07:30-19:00,08:00-19:00,https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDAxT0k2SjFMNTEzSzFJNjW2MqhIM0w2M7dItjAySzQ0sjAyWMQq7JyfU5qbVFqs4JyYdnilgpqCcz4ALzi1Ez8AAAA&hl=fr&mat=CXe-v_MTUEwHElYBEKoLadNNzfCy0k8FzCWIG9on9BtUnfdGpWcQnY1J_5pPmQuxDayWfmTsnK5RckuXmzzKQGY_MDN1nevEhy0SZg7BcbAk0a_ibMTv0OSkAlQUQDjh3w&authuser=0,1,OK,OK,NOK,OK,OK,OK,OK,86%
Columbus Café & Co Bourges,Columbus Café & Co,col0323,,https://www.columbuscafe.com/boutique/bourges-centre-commercial-avaricum/,OPEN, Cours Avaricum, Centre commercial Avaricum Cours Avaricum,18000,Bourges,"Une faim d’ours ? Bienvenue chez Columbus Café & Co, la plus française des enseignes de coffee-shops ! Notre vocation c’est de vous régaler du ptit déj’ au goûter et tout ça dans la bonne humeur ! Notre spécialité c’est le muffin, il est cuisiné sur place et avec amour par nos baristas ! Bien entendu il n’y a pas que des muffins chez nous, il y a aussi des cookies et autres gâteaux gourmands ainsi qu’un large choix de boissons chaudes et froides préparées sous vos yeux à base de café, thé, chocolat et fruit. Plutôt envie d’une pause salée ? Vous trouverez aussi votre bonheur avec des recettes originales de buddha bowls, clubs toastés, bagels et autres ! Alors passez nous voir et accordez-vous une pause gourmande dans votre journée !",09:00-18:45,09:00-18:45,09:00-18:45,09:00-18:45,09:00-18:45,09:00-18:45,Closed,https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDAxT0u0NE-ySE0yTjJLMU6xMqgwNzJIMkhMSrQwMUkzT0q2XMQq7JyfU5qbVFqs4JyYdnilgpqCcz4ANzAu0j8AAAA&hl=fr&mat=CZVqugvD084TElMBEKoLacT1Gqg7s7q5oiqlYB-fh90XBBPBvyVE_bUhNpJHfiwA-bDVPzV0vgKVWsoJzsk1ea32i95_YaikJ7Ti2QBHcq05LTuT4qy2IpuRaVr-YQ&authuser=0,1,OK,NOK,NOK,NOK,OK,OK,NOK,43%
Columbus Café & Co - Bourgoin,Columbus Café & Co Bourgoin,col0200,0428350899,https://www.columbuscafe.com/boutique/bourgoin-jallieu-19-place-de-la-folatiere/,OPEN,19 Place de la Folatière,,38300,Bourgoin-Jallieu,"Une faim d’ours ? Bienvenue chez Columbus Café & Co, la plus française des enseignes de coffee-shops ! Notre vocation c’est de vous régaler du ptit déj’ au goûter et tout ça dans la bonne humeur ! Notre spécialité c’est le muffin, il est cuisiné sur place et avec amour par nos baristas ! Bien entendu il n’y a pas que des muffins chez nous, il y a aussi des cookies et autres gâteaux gourmands ainsi qu’un large choix de boissons chaudes et froides préparées sous vos yeux à base de café, thé, chocolat et fruit. Plutôt envie d’une pause salée ? Vous trouverez aussi votre bonheur avec des recettes originales de buddha bowls, clubs toastés, bagels et autres ! Alors passez nous voir et accordez-vous une pause gourmande dans votre journée !",07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,08:00-19:00,Closed,https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co+Bourgoin&stick=H4sIAAAAAAAA_-NgU1I1qDAxt0gySjNLsTA0MTJIMTW0MqgwNDUwsjCyTExJTrNMtUw0WsQq45yfU5qbVFqs4JyYdnilgpqCc76CU35pUXp-Zh4A3kOf2kgAAAA&hl=fr&mat=CSdL386H1BTUElcBEKoLaeG95UB6uOcTcyFDhggbEB0w-phIBwepni6kxQF132Y8WrMJYn3asKsF37sDdK9KD5Eny74aVr4a9xbMWuEY4JrCh5L5Ol9UOY0KL3WGbTRZfSI&authuser=0,1,OK,OK,OK,OK,OK,OK,OK,100%
Columbus Café & Co Braga,Columbus Café & Co,col225,,https://www.columbuscafe.com/boutique/braga-rua-do-souto/,OPEN, Rua do souto,Largo do Paço N.7,4700005,Braga,"Une faim d’ours ? Bienvenue chez Columbus Café & Co, la plus française des enseignes de coffee-shops ! Notre vocation c’est de vous régaler du ptit déj’ au goûter et tout ça dans la bonne humeur ! Notre spécialité c’est le muffin, il est cuisiné sur place et avec amour par nos baristas ! Bien entendu il n’y a pas que des muffins chez nous, il y a aussi des cookies et autres gâteaux gourmands ainsi qu’un large choix de boissons chaudes et froides préparées sous vos yeux à base de café, thé, chocolat et fruit. Plutôt envie d’une pause salée ? Vous trouverez aussi votre bonheur avec des recettes originales de buddha bowls, clubs toastés, bagels et autres ! Alors passez nous voir et accordez-vous une pause gourmande dans votre journée !",08:30-19:00,08:30-19:00,08:30-19:00,08:30-19:00,08:30-19:00,08:30-19:00,08:30-19:00,https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1IxqEgxMklLM7RIM05LTDRKNrcyqDCyTE20tLRIS0tNMjQ3NTRexCrsnJ9TmptUWqzgnJh2eKWCmoJzPgBjtKTZPgAAAA&hl=fr&mat=CQL4pwQdEVrNElcBEKoLaX9vnkaWm5rbLPcNoIQ5UoX-9x40uMvLbSOO2RfIgPMIo20sBKEQZnKqj_I6CI6gNhSvV5zo3CkjUeudli4rBdio4WRhtA1Yjf7hiXlk6Cnukf0&authuser=0,1,OK,NOK,NOK,OK,OK,OK,NOK,57%
Columbus Café & Co (Brest Dolet),Columbus Café & Co,col122,02 98 33 18 40,https://www.columbuscafe.com/boutique/brest-rue-de-siam/,OPEN,64 Rue De Siam,,29200,Brest,"Une faim d’ours ? Bienvenue chez Columbus Café & Co, la plus française des enseignes de coffee-shops ! Notre vocation c’est de vous régaler du ptit déj’ au goûter et tout ça dans la bonne humeur ! Notre spécialité c’est le muffin, il est cuisiné sur place et avec amour par nos baristas ! Bien entendu il n’y a pas que des muffins chez nous, il y a aussi des cookies et autres gâteaux gourmands ainsi qu’un large choix de boissons chaudes et froides préparées sous vos yeux à base de café, thé, chocolat et fruit. Plutôt envie d’une pause salée ? Vous trouverez aussi votre bonheur avec des recettes originales de buddha bowls, clubs toastés, bagels et autres ! Alors passez nous voir et accordez-vous une pause gourmande dans votre journée !",09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,Closed,https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDCxMDRLsjS1TDZNSjYwMbG0MqgwTTMxM0wzN08yMTY3SDS0WMQq7JyfU5qbVFqs4JyYdnilgpqCcz4A65_tCD8AAAA&hl=fr&mat=CSTkcKsLJ2BpElYBEKoLaaBs4M5Pqt8EmVvgTVze6t6DVO3hyATucJ_P9g1lqdApVgMsOHfK6fgQYSEhIUDr_H68kqCvtHqVprrz4LL5I_vOXD1Q4AuZq7UvHliiEIAPOQ&authuser=0,1,OK,OK,OK,OK,OK,OK,OK,100%
Columbus Café & Co (Brest Le Phare de l’Europe),Columbus Café & Co,col184,,https://www.columbuscafe.com/boutique/brest-la-galerie-le-phare-de-leurope/,OPEN,29 Rue De Gouesnou Centre Commercial La Galerie Le Phare De L,,29200,Brest,"Une faim d’ours ? Bienvenue chez Columbus Café & Co, la plus française des enseignes de coffee-shops ! Notre vocation c’est de vous régaler du ptit déj’ au goûter et tout ça dans la bonne humeur ! Notre spécialité c’est le muffin, il est cuisiné sur place et avec amour par nos baristas ! Bien entendu il n’y a pas que des muffins chez nous, il y a aussi des cookies et autres gâteaux gourmands ainsi qu’un large choix de boissons chaudes et froides préparées sous vos yeux à base de café, thé, chocolat et fruit. Plutôt envie d’une pause salée ? Vous trouverez aussi votre bonheur avec des recettes originales de buddha bowls, clubs toastés, bagels et autres ! Alors passez nous voir et accordez-vous une pause gourmande dans votre journée !",09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,Closed,https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDCxMDRLSkq2NLY0NDBOTEmyMqiwtDA2sjQyMjRKNDYwMjMzWMQq7JyfU5qbVFqs4JyYdnilgpqCcz4AyzkYTz8AAAA&hl=fr&mat=Ce2z1m5japbOElYBEKoLaXeU2jxgdUi0HYab1NPbVEEnJS5OHUU7CRCRXXaHZUPyZw5cEMoJfNX4mWWpV6ucj-dlob8AVv7QMTAzOhkamUCtgpfVWbBId5CIxZKPTjuzzw&authuser=0,1,OK,OK,OK,OK,OK,OK,OK,100%
Columbus Café & Co - Brive la Gaillarde,Columbus Café & Co,col0010,0973583894,,OPEN,30 Boulevard Anatole France,,19100,Brive-la-Gaillarde,"Une faim d’ours ? Bienvenue chez Columbus Café & Co, la plus française des enseignes de coffee-shops ! Notre vocation c’est de vous régaler du ptit déj’ au goûter et tout ça dans la bonne humeur ! Notre spécialité c’est le muffin, il est cuisiné sur place et avec amour par nos baristas ! Bien entendu il n’y a pas que des muffins chez nous, il y a aussi des cookies et autres gâteaux gourmands ainsi qu’un large choix de boissons chaudes et froides préparées sous vos yeux à base de café, thé, chocolat et fruit. Plutôt envie d’une pause salée ? Vous trouverez aussi votre bonheur avec des recettes originales de buddha bowls, clubs toastés, bagels et autres ! Alors passez nous voir et accordez-vous une pause gourmande dans votre journée !",08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,Closed,https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDAxT7OwNDczNUw1N0i1TEuzMqgwMkoyNUxLS0syTjJJMzW3XMQq7JyfU5qbVFqs4JyYdnilgpqCcz4AeouzWz8AAAA&hl=fr&mat=CSI4pI3FMCs5ElcBEKoLaS75qVZqpvtzCBX4lDk0HG9rCVhntJAafhLhYVUQN3av-0-ZD3yu6aG7sQc8EDxrLD9nYruPq_lFK-Z7DMHpC0h2lq2OWYPlxQLfGJdZF-L4F2I&authuser=0,1,OK,OK,OK,OK,OK,OK,OK,100%
Columbus Café & Co (Caen),Columbus Café & Co,col149,02 31 29 70 39,https://www.columbuscafe.com/boutique/caen/,OPEN,67 Rue Saint-pierre,,14000,Caen,"Une faim d’ours ? Bienvenue chez Columbus Café & Co, la plus française des enseignes de coffee-shops ! Notre vocation c’est de vous régaler du ptit déj’ au goûter et tout ça dans la bonne humeur ! Notre spécialité c’est le muffin, il est cuisiné sur place et avec amour par nos baristas ! Bien entendu il n’y a pas que des muffins chez nous, il y a aussi des cookies et autres gâteaux gourmands ainsi qu’un large choix de boissons chaudes et froides préparées sous vos yeux à base de café, thé, chocolat et fruit. Plutôt envie d’une pause salée ? Vous trouverez aussi votre bonheur avec des recettes originales de buddha bowls, clubs toastés, bagels et autres ! Alors passez nous voir et accordez-vous une pause gourmande dans votre journée !",08:00-19:30,08:00-19:30,08:00-19:30,08:00-19:30,08:00-19:30,08:00-19:30,Closed,https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDCxMEg0MUpKNbBMMjAFAiuDirQU40QDkyRLc5M0kySjFMNFrMLO-TmluUmlxQrOiWmHVyqoKTjnAwDoZn_6PwAAAA&hl=fr&mat=CUQq_eW4s2kDElcBEKoLaQXkL3S4ikPlIs_WG7b-YVMT9Bp9gzyuiQatPgp155fqt5LHqjchmonW25PWqDe9GAv7TXHNe5SMEcWWVvLQePhLC7ChFJbSz4lYU8BKyXqjdkk&authuser=0,1,OK,OK,OK,OK,OK,OK,OK,100%
Columbus Café & Co - Caen Les Rives de l'Orne,Columbus Café & Co,col495,0231529342,https://www.columbuscafe.com/boutique/caen-les-rives-de-lorne/,OPEN, Esplanade Léopold Senghor,"Centre Commercial DES RIVES DE L'ORNE, ",14000,Caen,"Une faim d’ours ? Bienvenue chez Columbus Café & Co, la plus française des enseignes de coffee-shops ! Notre vocation c’est de vous régaler du ptit déj’ au goûter et tout ça dans la bonne humeur ! Notre spécialité c’est le muffin, il est cuisiné sur place et avec amour par nos baristas ! Bien entendu il n’y a pas que des muffins chez nous, il y a aussi des cookies et autres gâteaux gourmands ainsi qu’un large choix de boissons chaudes et froides préparées sous vos yeux à base de café, thé, chocolat et fruit. Plutôt envie d’une pause salée ? Vous trouverez aussi votre bonheur avec des recettes originales de buddha bowls, clubs toastés, bagels et autres ! Alors passez nous voir et accordez-vous une pause gourmande dans votre journée !",07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00,10:30-18:30,https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDCxMEg0MTawSDGwMDIxMEmxMqgwSzMxMklONjBONjSzNDJKXcQq7JyfU5qbVFqs4JyYdnilgpqCcz4AgT8daD8AAAA&hl=fr&mat=CejMXNiYnYGqElcBEKoLaaQnZMjEb7lAt-sQTvlR6K42ZFDgKgsVXNCqdji1RFdjj_5JP79uKWRpvkEu7zGjbNMaPjAF2uneS3f2NtikkVCZlpke-yb_SYGJFcjElZcXLEs&authuser=0,1,OK,OK,OK,OK,OK,OK,OK,100%
Columbus Café & Co (Cagnes Polygone),Columbus Café & Co,col096,04 92 13 61 66,https://www.columbuscafe.com/boutique/cagnes-sur-mer/,OPEN,119 Avenue Des Alpes,Centre Commercial Polygone Riviera,06800,Cagnes-sur-Mer,"Une faim d’ours ? Bienvenue chez Columbus Café & Co, la plus française des enseignes de coffee-shops ! Notre vocation c’est de vous régaler du ptit déj’ au goûter et tout ça dans la bonne humeur ! Notre spécialité c’est le muffin, il est cuisiné sur place et avec amour par nos baristas ! Bien entendu il n’y a pas que des muffins chez nous, il y a aussi des cookies et autres gâteaux gourmands ainsi qu’un large choix de boissons chaudes et froides préparées sous vos yeux à base de café, thé, chocolat et fruit. Plutôt envie d’une pause salée ? Vous trouverez aussi votre bonheur avec des recettes originales de buddha bowls, clubs toastés, bagels et autres ! Alors passez nous voir et accordez-vous une pause gourmande dans votre journée !",09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,10:00-19:00,https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDA0Sk5JMTY3NjI1TTNIMkixAgolmVoaGJmYW5qnJppapqUuYhV2zs8pzU0qLVZwTkw7vFJBTcE5HwBcBo7CPwAAAA&hl=fr&mat=CZvog2jwiaMqElcBEKoLaYAaNOpS3R1L511-2m6CLeTQaSY9YwKZo01FmAWeEGYLlZGzabvwMo_d7-BLtxNi0_cmaRovYSB8avrCC46mzNI5P1G6mJxxsFEL8rbKJsNFCRw&authuser=0,1,OK,OK,OK,OK,OK,OK,OK,100%
Columbus Café & Co (Calais Cité Europe),Columbus Café & Co,col342,,https://www.columbuscafe.com/boutique/coquelle/,OPEN,1001 Boulevard Du Kent,,62231,Coquelles,"Une faim d’ours ? Bienvenue chez Columbus Café & Co, la plus française des enseignes de coffee-shops ! Notre vocation c’est de vous régaler du ptit déj’ au goûter et tout ça dans la bonne humeur ! Notre spécialité c’est le muffin, il est cuisiné sur place et avec amour par nos baristas ! Bien entendu il n’y a pas que des muffins chez nous, il y a aussi des cookies et autres gâteaux gourmands ainsi qu’un large choix de boissons chaudes et froides préparées sous vos yeux à base de café, thé, chocolat et fruit. Plutôt envie d’une pause salée ? Vous trouverez aussi votre bonheur avec des recettes originales de buddha bowls, clubs toastés, bagels et autres ! Alors passez nous voir et accordez-vous une pause gourmande dans votre journée !",10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-19:00,https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDAxT0k2Tks0Nkk0sjBJMzW2MqgwNzVLMTU3NbI0NjBMNjVPW8Qq7JyfU5qbVFqs4JyYdnilgpqCcz4AR1XICj8AAAA&hl=fr&mat=CQD-byHWH7GHElcBEKoLaZbc1d_6IAe05xVyE2Q9KdEEWgL8M_Bzoba52bjCko-lhIlwodDAWc-YkbNehwa_ydTjwVF-_h8wyoUF4Zmu5I_rY4CrQUiVqxJRhyfbWIM9HCc&authuser=0,1,OK,OK,OK,OK,OK,OK,OK,100%
"Columbus Café & Co - Cannes Hoche (Rue Hoche 3, Cannes, France)",Columbus Café & Co,col217,,https://www.columbuscafe.com/boutique/cannes-rue-hoche/,OPEN,3 Rue Hoche,,06400,Cannes,"Une faim d’ours ? Bienvenue chez Columbus Café & Co, la plus française des enseignes de coffee-shops ! Notre vocation c’est de vous régaler du ptit déj’ au goûter et tout ça dans la bonne humeur ! Notre spécialité c’est le muffin, il est cuisiné sur place et avec amour par nos baristas ! Bien entendu il n’y a pas que des muffins chez nous, il y a aussi des cookies et autres gâteaux gourmands ainsi qu’un large choix de boissons chaudes et froides préparées sous vos yeux à base de café, thé, chocolat et fruit. Plutôt envie d’une pause salée ? Vous trouverez aussi votre bonheur avec des recettes originales de buddha bowls, clubs toastés, bagels et autres ! Alors passez nous voir et accordez-vous une pause gourmande dans votre journée !",07:30-19:00,07:30-19:00,07:30-19:00,07:30-19:00,07:30-19:00,07:30-19:00,Closed,https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDA0Sk61MDQxMkwztEg1TzS3MqiwMDIzMkm1ME0zMzcyt0gyW8Qq7JyfU5qbVFqs4JyYdnilgpqCcz4AYxPrfj8AAAA&hl=fr&mat=CXV4RPW0c2LwElMBEKoLaXoUkFYwR33xTUqrHlByKp59q2iY-jmWsk_llke2-6o75nvSJ0mtmofFEW9vliFHtYq4sU2gokXKSXW9RBcpNJfyu6eRDPr1wVwYpDimow&authuser=0,1,OK,NOK,NOK,OK,OK,OK,NOK,57%
Columbus Café & Co (Cap Saran),Columbus Café & Co,col186,09 63 51 41 77,https://www.columbuscafe.com/boutique/saran-centre-commercial-cap-saran/,OPEN, Centre Commercial Cap Saran,2601 Route Nationale 20,45770,Saran,"Une faim d’ours ? Bienvenue chez Columbus Café & Co, la plus française des enseignes de coffee-shops ! Notre vocation c’est de vous régaler du ptit déj’ au goûter et tout ça dans la bonne humeur ! Notre spécialité c’est le muffin, il est cuisiné sur place et avec amour par nos baristas ! Bien entendu il n’y a pas que des muffins chez nous, il y a aussi des cookies et autres gâteaux gourmands ainsi qu’un large choix de boissons chaudes et froides préparées sous vos yeux à base de café, thé, chocolat et fruit. Plutôt envie d’une pause salée ? Vous trouverez aussi votre bonheur avec des recettes originales de buddha bowls, clubs toastés, bagels et autres ! Alors passez nous voir et accordez-vous une pause gourmande dans votre journée !",09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,Closed,https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzVJSzQxNE0yTDRNM0yzMqhItjAxSLI0NDU0N7Y0NTAyW8Qq7JyfU5qbVFqs4JyYdnilgpqCcz4ALLnkVz8AAAA&hl=fr&mat=CY8edlBs2jGuElcBEKoLaaFpmBCv2axcOOh8ouXgS6rx_WRPJ8VLHAfLHYQsVLvKUWCcoCmAASrDY8Xdg_uRoDPZFj0JQIFxazdDUtMYbQisRhAvlDvfMp2U35g_NAdA7XA&authuser=0,1,OK,OK,OK,OK,OK,OK,OK,100%
Columbus Café & Co (Carcassonne Pont Rouge),Columbus Café & Co,col120,04 68 47 81 47,https://www.columbuscafe.com/boutique/carcassonne/,OPEN, Zi Du Pont Rouge,Centre Commercial Carrefour,11000,Carcassonne,"Une faim d’ours ? Bienvenue chez Columbus Café & Co, la plus française des enseignes de coffee-shops ! Notre vocation c’est de vous régaler du ptit déj’ au goûter et tout ça dans la bonne humeur ! Notre spécialité c’est le muffin, il est cuisiné sur place et avec amour par nos baristas ! Bien entendu il n’y a pas que des muffins chez nous, il y a aussi des cookies et autres gâteaux gourmands ainsi qu’un large choix de boissons chaudes et froides préparées sous vos yeux à base de café, thé, chocolat et fruit. Plutôt envie d’une pause salée ? Vous trouverez aussi votre bonheur avec des recettes originales de buddha bowls, clubs toastés, bagels et autres ! Alors passez nous voir et accordez-vous une pause gourmande dans votre journée !",08:30-20:00,08:30-20:00,08:30-20:00,08:30-20:00,08:30-20:00,08:30-20:00,Closed,https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDA0Skw1Sk00STGyTEkzNjG3MqgwSTE2TTJJNTY0NDU3NzVOWcQq7JyfU5qbVFqs4JyYdnilgpqCcz4AizTZ8z8AAAA&hl=fr&mat=Cbpe5I57wvGgElYBEKoLaT1QNlpIuk1jeMRh8eZebPsOs69ro0L91Ih5edC3fi4rq7QHPZSApZ03Fqlt6UXu3d_Iv-C7N0-Ay0csqO23oUwFFRsYwuYhGzBSvb-0UyW0iQ&authuser=0,1,OK,OK,OK,OK,OK,OK,OK,100%
